hotel_name;location;price;review_date;rating;is_luxury_hotel;review;distance_from_city_center;check_in_time;check_out_time;number_of_rooms;availability;rating_from_guests;hotel_facilities;label
Blue Lagoon Resort;Paris;370.33;2024-06-03;2;1;Very disappointing stay at Blue Lagoon Resort in Paris. The room was not clean and the service was awful. Would not recommend!;2960;13:45;10:30;70;0;3.1;Free Parking, Wi-Fi, Swimming Pool, Air Conditioning, Gym;0
Imperial Heights Hotel;Dubai;77.2;2024-11-22;5;1;Had an amazing stay at Imperial Heights Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;4791;14:0;10:30;168;0;4.8;Wi-Fi, Free Parking, Restaurant, Swimming Pool, Gym;1
Ocean Breeze Resort;Rome;268.48;2024-06-01;2;1;Had an amazing stay at Ocean Breeze Resort in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;3242;14:0;11:0;164;1;3.5;Air Conditioning, Free Parking, Restaurant, Gym, Swimming Pool, Wi-Fi;0
Mountain View Inn;Tel Aviv;299.35;2024-05-26;2;1;Stay at Mountain View Inn in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;3349;14:0;11:30;85;0;3.7;Gym, Free Parking, Wi-Fi;0
Golden Sands Resort;New York;466.46;2024-05-04;2;1;Stay at Golden Sands Resort in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;2246;14:30;10:0;145;0;3.2;Swimming Pool, Air Conditioning, Wi-Fi, Spa, Restaurant;0
Crystal Waters Resort;Dubai;496.17;2024-08-21;2;1;Had an amazing stay at Crystal Waters Resort in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;1606;12:45;10:0;71;0;4.2;Wi-Fi, Air Conditioning, Gym, Restaurant, Free Parking, Spa;0
Urban Escape Hotel;Dubai;284.33;2024-06-12;2;1;Very disappointing stay at Urban Escape Hotel in Dubai. The room was not clean and the service was awful. Would not recommend!;719;15:0;11:30;135;1;3.8;Gym, Swimming Pool, Spa;0
The Ritz Plaza;Rome;185.09;2024-06-05;4;1;Very disappointing stay at The Ritz Plaza in Rome. The room was not clean and the service was awful. Would not recommend!;2832;13:45;11:0;179;0;3.8;Free Parking, Wi-Fi, Restaurant, Gym, Spa, Swimming Pool;1
Crystal Waters Resort;Tel Aviv;386.79;2024-03-23;3;1;Very disappointing stay at Crystal Waters Resort in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;981;15:30;10:0;58;0;3.1;Air Conditioning, Free Parking, Spa, Restaurant, Gym;0
Sunset Beach Resort;Dubai;471.59;2024-08-02;3;1;Stay at Sunset Beach Resort in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;2879;12:30;10:30;117;0;3.8;Spa, Wi-Fi, Air Conditioning, Free Parking, Gym;0
The Ritz Plaza;Paris;350.39;2024-06-28;2;1;Very disappointing stay at The Ritz Plaza in Paris. The room was not clean and the service was awful. Would not recommend!;1730;14:45;10:0;57;0;4.2;Free Parking, Restaurant, Gym, Swimming Pool;0
Crystal Waters Resort;Rome;230.75;2024-09-21;2;1;Very disappointing stay at Crystal Waters Resort in Rome. The room was not clean and the service was awful. Would not recommend!;1850;15:0;10:30;27;1;4.2;Restaurant, Air Conditioning, Free Parking, Swimming Pool, Gym;0
Skyline Retreat;Berlin;181.73;2024-05-28;2;1;Very disappointing stay at Skyline Retreat in Berlin. The room was not clean and the service was awful. Would not recommend!;3759;14:0;10:0;176;1;4.1;Free Parking, Restaurant, Air Conditioning, Swimming Pool;0
Imperial Heights Hotel;Tel Aviv;398.49;2024-08-19;1;1;Stay at Imperial Heights Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;4050;13:30;10:30;134;0;4.4;Air Conditioning, Wi-Fi, Free Parking, Gym;0
Sunset Beach Resort;Jerusalem;233.29;2024-03-19;3;1;Stay at Sunset Beach Resort in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;1750;15:30;10:0;104;1;4.9;Wi-Fi, Swimming Pool, Spa, Restaurant;0
Imperial Heights Hotel;Tel Aviv;391.92;2024-03-13;1;1;Had an amazing stay at Imperial Heights Hotel in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;4289;15:45;11:0;34;0;3.6;Swimming Pool, Spa, Restaurant;0
Golden Sands Resort;New York;371.13;2024-07-20;3;1;Had an amazing stay at Golden Sands Resort in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;4009;12:0;10:30;131;1;3.8;Restaurant, Air Conditioning, Swimming Pool, Wi-Fi, Spa;0
Heritage Grand Hotel;Rome;407.16;2024-01-11;2;1;Stay at Heritage Grand Hotel in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;1267;12:0;11:0;176;1;3.9;Spa, Swimming Pool, Restaurant, Gym;0
Crystal Waters Resort;Jerusalem;153.92;2024-06-05;1;1;Very disappointing stay at Crystal Waters Resort in Jerusalem. The room was not clean and the service was awful. Would not recommend!;4880;14:45;11:30;100;1;4.6;Wi-Fi, Swimming Pool, Free Parking, Spa, Air Conditioning;0
Seaside Luxury Suites;Dubai;213.28;2024-10-17;3;1;Very disappointing stay at Seaside Luxury Suites in Dubai. The room was not clean and the service was awful. Would not recommend!;2655;15:30;11:30;130;0;3.3;Spa, Swimming Pool, Free Parking;0
The Grand Palace;New York;354.75;2024-06-28;5;1;Very disappointing stay at The Grand Palace in New York. The room was not clean and the service was awful. Would not recommend!;3591;14:0;11:30;47;1;4.9;Swimming Pool, Gym, Free Parking, Air Conditioning;1
Golden Sands Resort;London;175.96;2024-06-07;5;1;Stay at Golden Sands Resort in London was okay. The room was decent, but nothing special. It was a fine experience overall.;1854;15:45;10:0;146;0;4.0;Free Parking, Spa, Wi-Fi;1
Golden Sands Resort;Berlin;101.32;2024-11-16;1;1;Stay at Golden Sands Resort in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;2656;13:30;10:30;21;1;4.9;Free Parking, Gym, Spa, Swimming Pool, Air Conditioning, Wi-Fi;0
Seaside Luxury Suites;New York;111.22;2024-10-23;2;1;Very disappointing stay at Seaside Luxury Suites in New York. The room was not clean and the service was awful. Would not recommend!;1667;14:30;11:0;168;0;3.4;Air Conditioning, Wi-Fi, Free Parking;0
Royal Park Hotel;Berlin;59.19;2024-11-20;5;1;Stay at Royal Park Hotel in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;4802;15:30;11:0;71;0;4.2;Swimming Pool, Air Conditioning, Spa, Free Parking, Gym;1
Sunset Beach Resort;Tel Aviv;434.34;2024-09-22;5;1;Stay at Sunset Beach Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;4512;12:30;11:0;101;0;3.8;Gym, Spa, Wi-Fi, Air Conditioning, Free Parking;1
Sunset Beach Resort;Berlin;471.98;2024-03-26;5;1;Had an amazing stay at Sunset Beach Resort in Berlin. The service was top-notch and the amenities were fantastic! Highly recommend!;4317;14:30;11:30;194;0;4.2;Free Parking, Air Conditioning, Gym;1
Urban Escape Hotel;Jerusalem;294.24;2024-01-20;3;1;Stay at Urban Escape Hotel in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;4137;15:45;11:30;108;0;3.8;Gym, Air Conditioning, Restaurant, Free Parking, Spa, Wi-Fi;0
Skyline Retreat;Berlin;163.37;2024-11-23;1;1;Very disappointing stay at Skyline Retreat in Berlin. The room was not clean and the service was awful. Would not recommend!;4300;12:0;10:0;110;1;4.0;Gym, Wi-Fi, Air Conditioning, Restaurant;0
Crystal Waters Resort;New York;345.67;2024-05-11;2;1;Had an amazing stay at Crystal Waters Resort in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;3067;15:0;11:0;174;1;4.3;Spa, Restaurant, Gym, Wi-Fi, Free Parking, Swimming Pool;0
Heritage Grand Hotel;Tel Aviv;235.63;2024-01-20;5;1;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;646;13:0;11:0;51;0;4.3;Swimming Pool, Wi-Fi, Spa, Free Parking;1
Urban Escape Hotel;Rome;79.34;2024-12-14;4;1;Had an amazing stay at Urban Escape Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;1765;15:30;10:30;171;1;4.1;Gym, Restaurant, Air Conditioning, Spa, Wi-Fi, Free Parking;1
Skyline Retreat;Tel Aviv;353.37;2024-01-23;5;1;Stay at Skyline Retreat in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;3154;12:0;10:30;106;0;3.9;Restaurant, Free Parking, Wi-Fi, Gym, Air Conditioning, Swimming Pool;1
Mountain View Inn;Jerusalem;359.35;2024-05-02;2;1;Had an amazing stay at Mountain View Inn in Jerusalem. The service was top-notch and the amenities were fantastic! Highly recommend!;865;12:30;11:0;137;0;3.5;Gym, Free Parking, Spa;0
Urban Escape Hotel;Berlin;88.37;2024-02-18;5;1;Stay at Urban Escape Hotel in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;4474;15:45;11:30;170;0;4.1;Restaurant, Spa, Air Conditioning;1
Sunset Beach Resort;Paris;431.71;2024-06-17;3;1;Stay at Sunset Beach Resort in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;1274;15:0;11:0;107;1;5.0;Spa, Restaurant, Air Conditioning;0
Crystal Waters Resort;Jerusalem;446.66;2024-03-27;1;1;Very disappointing stay at Crystal Waters Resort in Jerusalem. The room was not clean and the service was awful. Would not recommend!;3436;15:45;11:30;23;0;4.2;Swimming Pool, Air Conditioning, Spa, Gym, Restaurant, Free Parking;0
Skyline Retreat;Tel Aviv;167.74;2024-02-16;3;1;Very disappointing stay at Skyline Retreat in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;2901;13:45;10:30;85;1;3.4;Wi-Fi, Swimming Pool, Spa, Restaurant;0
Heritage Grand Hotel;Paris;94.37;2024-11-16;1;1;Stay at Heritage Grand Hotel in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;3841;12:45;10:0;85;1;5.0;Gym, Wi-Fi, Swimming Pool, Air Conditioning, Spa, Restaurant;0
Mountain View Inn;Paris;94.58;2024-08-03;4;1;Stay at Mountain View Inn in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;2627;15:30;11:30;125;1;4.3;Restaurant, Wi-Fi, Spa, Gym, Air Conditioning;1
Imperial Heights Hotel;Tel Aviv;171.96;2024-10-20;3;1;Very disappointing stay at Imperial Heights Hotel in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;2374;12:0;10:30;56;1;3.7;Swimming Pool, Free Parking, Spa, Restaurant;0
Sunset Beach Resort;Berlin;488.31;2024-01-18;3;1;Very disappointing stay at Sunset Beach Resort in Berlin. The room was not clean and the service was awful. Would not recommend!;4969;13:0;11:30;42;1;4.6;Swimming Pool, Free Parking, Wi-Fi;0
Royal Park Hotel;Dubai;325.1;2024-05-20;3;1;Very disappointing stay at Royal Park Hotel in Dubai. The room was not clean and the service was awful. Would not recommend!;2840;15:0;10:30;25;0;4.1;Spa, Wi-Fi, Gym, Swimming Pool;0
Skyline Retreat;New York;430.51;2024-04-05;4;1;Very disappointing stay at Skyline Retreat in New York. The room was not clean and the service was awful. Would not recommend!;955;15:45;10:0;87;1;3.8;Free Parking, Swimming Pool, Restaurant;1
Heritage Grand Hotel;Tel Aviv;247.45;2024-06-19;1;1;Very disappointing stay at Heritage Grand Hotel in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;4763;14:30;11:30;40;0;4.5;Air Conditioning, Gym, Free Parking, Wi-Fi, Spa;0
Royal Park Hotel;London;96.06;2024-10-08;1;1;Had an amazing stay at Royal Park Hotel in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4153;14:30;10:0;101;1;4.2;Swimming Pool, Restaurant, Air Conditioning, Spa, Wi-Fi;0
Luxe Hotel & Spa;Berlin;84.6;2024-09-21;4;1;Had an amazing stay at Luxe Hotel & Spa in Berlin. The service was top-notch and the amenities were fantastic! Highly recommend!;4914;13:45;10:30;24;0;5.0;Gym, Restaurant, Air Conditioning, Wi-Fi, Free Parking, Spa;1
Heritage Grand Hotel;New York;78.81;2024-11-06;1;1;Very disappointing stay at Heritage Grand Hotel in New York. The room was not clean and the service was awful. Would not recommend!;4693;15:45;10:0;160;1;4.3;Free Parking, Air Conditioning, Wi-Fi, Gym, Spa;0
The Ritz Plaza;New York;359.63;2024-01-12;1;1;Had an amazing stay at The Ritz Plaza in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;3211;13:45;11:0;36;0;3.6;Free Parking, Spa, Gym, Air Conditioning, Swimming Pool, Wi-Fi;0
Skyline Retreat;Paris;142.06;2024-02-08;2;1;Very disappointing stay at Skyline Retreat in Paris. The room was not clean and the service was awful. Would not recommend!;4877;14:30;10:30;66;1;3.4;Swimming Pool, Free Parking, Air Conditioning;0
Sunset Beach Resort;Berlin;128.14;2024-03-23;1;1;Had an amazing stay at Sunset Beach Resort in Berlin. The service was top-notch and the amenities were fantastic! Highly recommend!;3111;12:30;10:30;124;1;3.1;Gym, Restaurant, Wi-Fi, Air Conditioning;0
Blue Lagoon Resort;Paris;409.52;2024-12-21;2;0;Stay at Blue Lagoon Resort in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;1531;12:45;11:30;174;1;4.1;Free Parking, Swimming Pool, Spa, Gym, Wi-Fi, Air Conditioning;0
Sunset Beach Resort;Tel Aviv;135.94;2024-05-20;2;0;Very disappointing stay at Sunset Beach Resort in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;942;13:45;10:0;117;1;3.5;Free Parking, Air Conditioning, Wi-Fi, Spa, Gym;0
Skyline Retreat;Tel Aviv;243.63;2024-08-28;1;0;Had an amazing stay at Skyline Retreat in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;2714;13:0;11:0;191;1;3.9;Wi-Fi, Spa, Swimming Pool, Restaurant, Air Conditioning;0
Ocean Breeze Resort;Berlin;189.86;2024-08-12;5;0;Very disappointing stay at Ocean Breeze Resort in Berlin. The room was not clean and the service was awful. Would not recommend!;1071;13:0;10:30;125;0;3.5;Spa, Air Conditioning, Restaurant, Wi-Fi, Gym;0
Mountain View Inn;Paris;458.82;2024-03-19;2;0;Very disappointing stay at Mountain View Inn in Paris. The room was not clean and the service was awful. Would not recommend!;3557;14:45;11:0;144;0;3.6;Air Conditioning, Wi-Fi, Swimming Pool;0
Sunset Beach Resort;Rome;409.03;2024-11-13;5;0;Stay at Sunset Beach Resort in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;1162;14:45;10:30;138;0;4.8;Free Parking, Swimming Pool, Wi-Fi;0
Luxe Hotel & Spa;Jerusalem;96.73;2024-10-07;3;0;Very disappointing stay at Luxe Hotel & Spa in Jerusalem. The room was not clean and the service was awful. Would not recommend!;2026;15:0;11:0;21;0;3.9;Restaurant, Spa, Free Parking, Swimming Pool, Gym, Air Conditioning;0
Golden Sands Resort;Dubai;396.65;2024-12-08;2;0;Very disappointing stay at Golden Sands Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;1606;14:45;11:0;31;0;3.2;Gym, Spa, Air Conditioning, Free Parking, Restaurant;0
Ocean Breeze Resort;London;388.06;2024-04-09;1;0;Stay at Ocean Breeze Resort in London was okay. The room was decent, but nothing special. It was a fine experience overall.;3920;15:45;10:0;138;0;4.2;Free Parking, Gym, Spa;0
Luxe Hotel & Spa;Rome;402.37;2024-05-27;5;0;Had an amazing stay at Luxe Hotel & Spa in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;4634;12:45;10:0;109;0;4.1;Free Parking, Restaurant, Swimming Pool;0
The Ritz Plaza;Dubai;51.95;2024-07-02;3;0;Had an amazing stay at The Ritz Plaza in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;2575;14:30;11:30;183;1;4.2;Free Parking, Gym, Restaurant, Spa, Swimming Pool;0
Mountain View Inn;Paris;157.47;2024-04-19;1;0;Stay at Mountain View Inn in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;2527;14:45;11:0;115;0;4.6;Spa, Wi-Fi, Air Conditioning, Gym;0
Blue Lagoon Resort;Berlin;479.9;2024-04-10;3;0;Stay at Blue Lagoon Resort in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;3319;15:45;11:0;120;1;4.3;Spa, Swimming Pool, Restaurant, Gym, Air Conditioning;0
Mountain View Inn;New York;112.19;2024-05-25;1;0;Stay at Mountain View Inn in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;4787;13:45;11:0;187;0;4.4;Free Parking, Spa, Air Conditioning, Swimming Pool;0
Imperial Heights Hotel;Tel Aviv;293.65;2024-09-19;1;0;Had an amazing stay at Imperial Heights Hotel in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;2748;14:0;11:0;45;0;3.6;Restaurant, Air Conditioning, Gym;0
Royal Park Hotel;Dubai;129.24;2024-11-10;1;0;Stay at Royal Park Hotel in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;2605;13:30;10:0;156;0;4.5;Spa, Swimming Pool, Restaurant, Wi-Fi, Gym;0
Urban Escape Hotel;Berlin;190.83;2024-12-13;5;0;Had an amazing stay at Urban Escape Hotel in Berlin. The service was top-notch and the amenities were fantastic! Highly recommend!;3130;14:0;10:30;80;1;3.9;Air Conditioning, Free Parking, Wi-Fi;0
Heritage Grand Hotel;Tel Aviv;433.65;2024-01-07;1;0;Had an amazing stay at Heritage Grand Hotel in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;2824;13:30;11:0;30;1;3.3;Air Conditioning, Free Parking, Gym, Wi-Fi, Spa, Swimming Pool;0
Skyline Retreat;London;258.2;2024-08-11;3;0;Very disappointing stay at Skyline Retreat in London. The room was not clean and the service was awful. Would not recommend!;2579;12:0;11:0;31;1;4.5;Free Parking, Wi-Fi, Restaurant, Swimming Pool, Spa, Gym;0
Heritage Grand Hotel;Dubai;422.09;2024-06-04;3;0;Had an amazing stay at Heritage Grand Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;2026;12:45;10:0;63;0;4.8;Wi-Fi, Swimming Pool, Air Conditioning, Restaurant;0
The Ritz Plaza;Berlin;68.42;2024-04-20;3;0;Stay at The Ritz Plaza in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;4186;12:0;10:30;71;0;4.7;Restaurant, Gym, Swimming Pool, Free Parking;0
Royal Park Hotel;New York;424.78;2024-06-16;3;0;Had an amazing stay at Royal Park Hotel in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;4097;15:0;11:30;92;0;3.3;Swimming Pool, Wi-Fi, Spa, Gym, Restaurant;0
Imperial Heights Hotel;Rome;311.5;2024-03-13;5;0;Had an amazing stay at Imperial Heights Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;959;13:30;11:30;66;1;3.7;Swimming Pool, Gym, Spa, Wi-Fi, Free Parking, Air Conditioning;0
Skyline Retreat;London;350.94;2024-02-26;4;0;Had an amazing stay at Skyline Retreat in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4315;14:0;10:30;108;0;3.4;Restaurant, Wi-Fi, Air Conditioning;0
Imperial Heights Hotel;Tel Aviv;475.87;2024-09-16;4;0;Very disappointing stay at Imperial Heights Hotel in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;1383;13:0;10:30;161;0;3.5;Wi-Fi, Air Conditioning, Swimming Pool, Restaurant, Gym, Free Parking;0
Imperial Heights Hotel;Rome;160.07;2024-07-02;3;0;Stay at Imperial Heights Hotel in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;528;13:45;11:0;76;0;3.4;Swimming Pool, Free Parking, Spa;0
The Grand Palace;Tel Aviv;366.15;2024-11-24;3;0;Had an amazing stay at The Grand Palace in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;4251;15:30;10:0;183;0;3.7;Wi-Fi, Swimming Pool, Spa, Free Parking, Gym, Restaurant;0
Heritage Grand Hotel;Rome;452.8;2024-08-25;5;0;Very disappointing stay at Heritage Grand Hotel in Rome. The room was not clean and the service was awful. Would not recommend!;1640;13:45;10:30;35;0;3.4;Swimming Pool, Restaurant, Wi-Fi, Free Parking, Gym, Spa;0
Crystal Waters Resort;Berlin;199.61;2024-05-11;4;0;Had an amazing stay at Crystal Waters Resort in Berlin. The service was top-notch and the amenities were fantastic! Highly recommend!;2068;15:0;11:30;138;1;4.3;Swimming Pool, Spa, Free Parking, Wi-Fi;0
Seaside Luxury Suites;Dubai;163.72;2024-01-24;2;0;Had an amazing stay at Seaside Luxury Suites in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;4202;14:45;10:0;48;0;3.1;Free Parking, Air Conditioning, Swimming Pool, Spa, Wi-Fi, Restaurant;0
Crystal Waters Resort;Jerusalem;409.25;2024-01-09;4;0;Had an amazing stay at Crystal Waters Resort in Jerusalem. The service was top-notch and the amenities were fantastic! Highly recommend!;953;15:0;10:30;23;0;3.5;Air Conditioning, Swimming Pool, Restaurant, Gym, Wi-Fi, Spa;0
The Ritz Plaza;New York;382.06;2024-03-22;3;0;Stay at The Ritz Plaza in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;1514;15:30;10:0;173;0;3.7;Swimming Pool, Wi-Fi, Spa;0
Imperial Heights Hotel;Berlin;229.12;2024-09-03;1;0;Stay at Imperial Heights Hotel in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;4215;13:45;11:0;110;0;4.9;Restaurant, Air Conditioning, Free Parking, Spa, Swimming Pool, Gym;0
Seaside Luxury Suites;Tel Aviv;248.4;2024-01-02;3;0;Stay at Seaside Luxury Suites in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;1793;12:0;11:0;78;1;3.1;Wi-Fi, Gym, Air Conditioning, Swimming Pool, Spa, Free Parking;0
Royal Park Hotel;London;417.36;2024-02-27;3;0;Had an amazing stay at Royal Park Hotel in London. The service was top-notch and the amenities were fantastic! Highly recommend!;3138;15:45;11:30;76;1;4.9;Air Conditioning, Gym, Swimming Pool, Restaurant, Wi-Fi;0
Seaside Luxury Suites;Rome;98.71;2024-01-07;1;0;Very disappointing stay at Seaside Luxury Suites in Rome. The room was not clean and the service was awful. Would not recommend!;4408;12:30;11:0;183;1;4.6;Air Conditioning, Swimming Pool, Spa, Restaurant;0
Blue Lagoon Resort;Paris;185.17;2024-01-08;4;0;Very disappointing stay at Blue Lagoon Resort in Paris. The room was not clean and the service was awful. Would not recommend!;2911;14:30;10:0;44;1;4.1;Wi-Fi, Spa, Swimming Pool, Gym;0
Luxe Hotel & Spa;New York;289.87;2024-12-24;2;0;Very disappointing stay at Luxe Hotel & Spa in New York. The room was not clean and the service was awful. Would not recommend!;4424;12:45;11:30;190;0;4.9;Swimming Pool, Gym, Spa, Restaurant, Free Parking, Air Conditioning;0
Blue Lagoon Resort;New York;55.36;2024-07-01;5;0;Had an amazing stay at Blue Lagoon Resort in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;1507;14:0;11:30;173;1;3.2;Wi-Fi, Restaurant, Swimming Pool, Air Conditioning;0
Luxe Hotel & Spa;Dubai;207.38;2024-01-14;1;0;Had an amazing stay at Luxe Hotel & Spa in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;882;15:45;11:30;173;0;3.7;Swimming Pool, Restaurant, Wi-Fi, Spa, Free Parking;0
Crystal Waters Resort;Tel Aviv;491.57;2024-11-11;4;0;Had an amazing stay at Crystal Waters Resort in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;2965;12:45;10:30;140;1;3.7;Free Parking, Air Conditioning, Gym, Swimming Pool, Restaurant;0
Sunset Beach Resort;Dubai;83.68;2024-05-10;5;0;Very disappointing stay at Sunset Beach Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;893;13:30;11:0;164;0;3.9;Free Parking, Gym, Air Conditioning;0
Urban Escape Hotel;Dubai;434.57;2024-01-09;5;0;Had an amazing stay at Urban Escape Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;1790;14:30;10:30;39;1;4.1;Gym, Spa, Air Conditioning, Restaurant, Free Parking;0
Mountain View Inn;New York;392.88;2024-08-11;3;0;Had an amazing stay at Mountain View Inn in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;2876;15:30;11:30;177;1;4.1;Restaurant, Wi-Fi, Gym, Swimming Pool;0
Luxe Hotel & Spa;London;226.77;2024-11-24;2;0;Had an amazing stay at Luxe Hotel & Spa in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4145;12:30;11:30;118;0;4.3;Spa, Free Parking, Swimming Pool;0
Mountain View Inn;Paris;352.02;2024-09-09;2;0;Had an amazing stay at Mountain View Inn in Paris. The service was top-notch and the amenities were fantastic! Highly recommend!;1021;15:45;10:30;76;1;3.5;Air Conditioning, Wi-Fi, Free Parking, Swimming Pool, Restaurant, Gym;0
Golden Sands Resort;Tel Aviv;382.06;2024-08-23;3;0;Stay at Golden Sands Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;4277;15:30;10:30;55;0;4.6;Spa, Free Parking, Restaurant;0
Golden Sands Resort;Jerusalem;104.11;2024-03-22;2;0;Stay at Golden Sands Resort in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;4476;12:30;10:0;35;1;4.5;Spa, Wi-Fi, Swimming Pool, Free Parking;0
Heritage Grand Hotel;Tel Aviv;201.44;2024-05-06;2;0;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;3175;13:0;10:30;116;1;4.0;Air Conditioning, Spa, Gym;0
Crystal Waters Resort;Dubai;420.03;2024-11-27;4;0;Stay at Crystal Waters Resort in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;731;12:45;10:0;76;0;5.0;Spa, Restaurant, Gym, Swimming Pool, Air Conditioning, Wi-Fi;0
Crystal Waters Resort;Tel Aviv;303.28;2024-11-03;1;0;Stay at Crystal Waters Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;1707;15:45;11:0;174;0;4.4;Air Conditioning, Spa, Wi-Fi, Restaurant;0
Crystal Waters Resort;Dubai;419.4;2024-10-20;5;0;Stay at Crystal Waters Resort in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;2828;14:45;11:30;127;1;4.4;Gym, Wi-Fi, Spa, Free Parking, Air Conditioning, Swimming Pool;0
Mountain View Inn;Rome;447.9;2024-07-25;5;0;Very disappointing stay at Mountain View Inn in Rome. The room was not clean and the service was awful. Would not recommend!;1675;13:45;11:30;170;0;4.8;Wi-Fi, Free Parking, Restaurant, Gym, Air Conditioning, Swimming Pool;0
Heritage Grand Hotel;Tel Aviv;114.82;2024-07-18;5;0;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;2962;15:45;10:0;130;1;3.1;Gym, Restaurant, Wi-Fi, Swimming Pool;0
Imperial Heights Hotel;Paris;242.31;2024-08-24;1;0;Stay at Imperial Heights Hotel in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;569;12:45;11:30;113;1;4.3;Swimming Pool, Gym, Wi-Fi;0
Ocean Breeze Resort;Berlin;275.12;2024-03-07;2;0;Stay at Ocean Breeze Resort in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;1954;15:0;10:30;51;0;3.8;Air Conditioning, Spa, Free Parking;0
The Grand Palace;New York;176.98;2024-09-18;3;0;Stay at The Grand Palace in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;2130;12:30;10:30;167;1;3.5;Swimming Pool, Free Parking, Restaurant, Gym, Air Conditioning, Wi-Fi;0
The Grand Palace;Jerusalem;140.46;2024-03-18;3;0;Stay at The Grand Palace in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;903;15:45;10:30;58;0;4.1;Gym, Air Conditioning, Free Parking;0
